92102,Leur Lomanto Júnior,36769,DEM,BA,https://www.camara.leg.br/internet/deputado/bandep/92102.jpg,dep.leurlomantojunior@camara.leg.br,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,Superior,BA,Salvador,M
204381,Luis Miranda,36769,DEM,DF,https://www.camara.leg.br/internet/deputado/bandep/204381.jpg,dep.luismiranda@camara.leg.br,LUIS CLAUDIO FERNANDES MIRANDA,Ensino Médio,DF,Brasília,M
178943,Marcos Soares,36769,DEM,RJ,https://www.camara.leg.br/internet/deputado/bandep/178943.jpg,dep.marcossoares@camara.leg.br,MARCOS BEZERRA RIBEIRO SOARES,Superior,RJ,Rio de Janeiro,M
66179,Norma Ayub,36769,DEM,ES,https://www.camara.leg.br/internet/deputado/bandep/66179.jpg,dep.normaayub@camara.leg.br,NORMA AYUB ALVES,Superior,ES,Vitória,F
204498,Olival Marques,36769,DEM,PA,https://www.camara.leg.br/internet/deputado/bandep/204498.jpg,dep.olivalmarques@camara.leg.br,OLIVAL HENRIQUE MARQUES DE SOUZA,Superior,PA,Belém,M
178860,Paulo Azi,36769,DEM,BA,https://www.camara.leg.br/internet/deputado/bandep/178860.jpg,dep.pauloazi@camara.leg.br,PAULO VELLOSO DANTAS AZI,Superior,BA,Salvador,M
204395,Pedro Lupion,36769,DEM,PR,https://www.camara.leg.br/internet/deputado/bandep/204395.jpg,dep.pedrolupion@camara.leg.br,PEDRO DEBONI LUPION MELLO,Mestrado,PR,Curitiba,M
160639,Professora Dorinha Seabra Rezende,36769,DEM,TO,https://www.camara.leg.br/internet/deputado/bandep/160639.jpg,dep.professoradorinhaseabrarezende@camara.leg.br,MARIA AUXILIADORA SEABRA REZENDE,Mestrado,GO,Goiânia,F
178947,Sóstenes Cavalcante,36769,DEM,RJ,https://www.camara.leg.br/internet/deputado/bandep/178947.jpg,dep.sostenescavalcante@camara.leg.br,SOSTENES SILVA CAVALCANTE,Superior,AL,Maceió,M
160559,Alceu Moreira,36899,MDB,RS,https://www.camara.leg.br/internet/deputado/bandep/160559.jpg,dep.alceumoreira@camara.leg.br,ALCEU MOREIRA DA SILVA,Superior Incompleto,RS,Osório,M
178975,Baleia Rossi,36899,MDB,SP,https://www.camara.leg.br/internet/deputado/bandep/178975.jpg,dep.baleiarossi@camara.leg.br,LUIZ FELIPE BALEIA TENUTO ROSSI,Superior,SP,São Paulo,M
141401,Carlos Bezerra,36899,MDB,MT,https://www.camara.leg.br/internet/deputado/bandep/141401.jpg,dep.carlosbezerra@camara.leg.br,CARLOS GOMES BEZERRA,Superior,MT,Chapada dos Guimarães,M
204361,Carlos Chiodini,36899,MDB,SC,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg,dep.carloschiodini@camara.leg.br,CARLOS ALBERTO CHIODINI,Superior,SC,Jaraguá do Sul,M
141405,Celso Maldaner,36899,MDB,SC,https://www.camara.leg.br/internet/deputado/bandep/141405.jpg,dep.celsomaldaner@camara.leg.br,CELSO MALDANER,Pós-Graduação,SC,Chapecó,M
204459,Daniela do Waguinho,36899,MDB,RJ,https://www.camara.leg.br/internet/deputado/bandep/204459.jpg,dep.danieladowaguinho@camara.leg.br,DANIELA MOTE DE SOUZA CARNEIRO,Pós-Graduação,RJ,Rio de Janeiro,F
178994,Dulce Miranda,36899,MDB,TO,https://www.camara.leg.br/internet/deputado/bandep/178994.jpg,dep.dulcemiranda@camara.leg.br,DULCE FERREIRA PAGANI MIRANDA,Superior,MG,Pocrane,F
74075,Elcione Barbalho,36899,MDB,PA,https://www.camara.leg.br/internet/deputado/bandep/74075.jpg,dep.elcionebarbalho@camara.leg.br,ELCIONE THEREZINHA ZAHLUTH BARBALHO,Pós-Graduação,PA,Belém,F
141427,Fábio Ramalho,36899,MDB,MG,https://www.camara.leg.br/internet/deputado/bandep/141427.jpg,dep.fabioramalho@camara.leg.br,FÁBIO AUGUSTO RAMALHO DOS SANTOS,Superior,DF,Brasília,M
171623,Fabio Reis,36899,MDB,SE,https://www.camara.leg.br/internet/deputado/bandep/171623.jpg,dep.fabioreis@camara.leg.br,FABIO DE ALMEIDA REIS,Superior Incompleto,SE,Lagarto,M
141434,Flaviano Melo,36899,MDB,AC,https://www.camara.leg.br/internet/deputado/bandep/141434.jpg,dep.flavianomelo@camara.leg.br,FLAVIANO FLÁVIO BAPTISTA DE MELO,Superior,AC,Rio Branco,M
178996,Giovani Feltes,36899,MDB,RS,https://www.camara.leg.br/internet/deputado/bandep/178996.jpg,dep.giovanifeltes@camara.leg.br,GIOVANI BATISTA FELTES,Superior,RS,São Leopoldo,M
204456,Gutemberg Reis,36899,MDB,RJ,https://www.camara.leg.br/internet/deputado/bandep/204456.jpg,dep.gutembergreis@camara.leg.br,GUTEMBERG REIS DE OLIVEIRA,Ensino Médio,RJ,Duque de Caxias,M
204539,Hercílio Coelho Diniz,36899,MDB,MG,https://www.camara.leg.br/internet/deputado/bandep/204539.jpg,dep.herciliocoelhodiniz@camara.leg.br,HERCÍLIO ARAÚJO DINIZ FILHO,Superior Incompleto,MG,Governador Valadares,M
178981,Herculano Passos,36899,MDB,SP,https://www.camara.leg.br/internet/deputado/bandep/178981.jpg,dep.herculanopassos@camara.leg.br,HERCULANO CASTILHO PASSOS JUNIOR,Superior Incompleto,SP,Itu,M
73772,Hermes Parcianello,36899,MDB,PR,https://www.camara.leg.br/internet/deputado/bandep/73772.jpg,dep.hermesparcianello@camara.leg.br,HERMES PARCIANELLO,Superior,PR,Goioerê,M
178884,Hildo Rocha,36899,MDB,MA,https://www.camara.leg.br/internet/deputado/bandep/178884.jpg,dep.hildorocha@camara.leg.br,HILDO AUGUSTO DA ROCHA NETO,Pós-Graduação,MA,São Luís,M
204436,Isnaldo Bulhões Jr.,36899,MDB,AL,https://www.camara.leg.br/internet/deputado/bandep/204436.jpg,dep.isnaldobulhoesjr@camara.leg.br,ISNALDO BULHOES BARROS JUNIOR,Superior,AL,Maceió,M
178839,Jéssica Sales,36899,MDB,AC,https://www.camara.leg.br/internet/deputado/bandep/178839.jpg,dep.jessicasales@camara.leg.br,JESSICA ROJAS SALES,Superior,AC,Cruzeiro do Sul,F
112437,João Marcelo Souza,36899,MDB,MA,https://www.camara.leg.br/internet/deputado/bandep/112437.jpg,dep.joaomarcelosouza@camara.leg.br,JOÃO MARCELO SANTOS SOUZA,Superior,MA,São Luís,M
74079,José Priante,36899,MDB,PA,https://www.camara.leg.br/internet/deputado/bandep/74079.jpg,dep.josepriante@camara.leg.br,JOSÉ BENITO PRIANTE JÚNIOR,Superior,PA,Belém,M
204474,Juarez Costa,36899,MDB,MT,https://www.camara.leg.br/internet/deputado/bandep/204474.jpg,dep.juarezcosta@camara.leg.br,JUAREZ ALVES DA COSTA,Ensino Médio Incompleto,PR,Londrina,M
74254,Leonardo Picciani,36899,MDB,RJ,https://www.camara.leg.br/internet/deputado/bandep/74254.jpg,dep.leonardopicciani@camara.leg.br,LEONARDO CARNEIRO MONTEIRO PICCIANI,Superior,RJ,Nilópolis,M
178954,Lucio Mosquini,36899,MDB,RO,https://www.camara.leg.br/internet/deputado/bandep/178954.jpg,dep.luciomosquini@camara.leg.br,LUCIO ANTONIO MOSQUINI,Pós-Graduação,MT,Rondonópolis,M
179001,Márcio Biolchi,36899,MDB,RS,https://www.camara.leg.br/internet/deputado/bandep/179001.jpg,dep.marciobiolchi@camara.leg.br,MARCIO DELLA VALLE BIOLCHI,Superior,RS,Carazinho,M
204431,Marcos Aurélio Sampaio,36899,MDB,PI,https://www.camara.leg.br/internet/deputado/bandep/204431.jpg,dep.marcosaureliosampaio@camara.leg.br,MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,Superior,PI,Teresina,M
74749,Mauro Lopes,36899,MDB,MG,https://www.camara.leg.br/internet/deputado/bandep/74749.jpg,dep.maurolopes@camara.leg.br,MAURO RIBEIRO LOPES,Superior,MG,Entre Folhas,M
178997,Moses Rodrigues,36899,MDB,CE,https://www.camara.leg.br/internet/deputado/bandep/178997.jpg,dep.mosesrodrigues@camara.leg.br,MOSES HAENDEL MELO RODRIGUES,Doutorado,CE,Sobral,M
178896,Newton Cardoso Jr,36899,MDB,MG,https://www.camara.leg.br/internet/deputado/bandep/178896.jpg,dep.newtoncardosojr@camara.leg.br,NEWTON CARDOSO JUNIOR,Pós-Graduação,MG,Contagem,M
73692,Osmar Terra,36899,MDB,RS,https://www.camara.leg.br/internet/deputado/bandep/73692.jpg,dep.osmarterra@camara.leg.br,OSMAR GASPARINI TERRA,Pós-Graduação,RS,Porto Alegre,M
141523,Raul Henry,36899,MDB,PE,https://www.camara.leg.br/internet/deputado/bandep/141523.jpg,dep.raulhenry@camara.leg.br,RAUL JEAN LOUIS HENRY JÚNIOR,Mestrado,PE,Recife,M
160651,Rogério Peninha Mendonça,36899,MDB,SC,https://www.camara.leg.br/internet/deputado/bandep/160651.jpg,dep.rogeriopeninhamendonca@camara.leg.br,ROGÉRIO MENDONÇA,Superior,SC,Nova Trento,M
178933,Sergio Souza,36899,MDB,PR,https://www.camara.leg.br/internet/deputado/bandep/178933.jpg,dep.sergiosouza@camara.leg.br,SERGIO DE SOUZA,Pós-Graduação,PR,Ivaiporã,M
178952,Walter Alves,36899,MDB,RN,https://www.camara.leg.br/internet/deputado/bandep/178952.jpg,dep.walteralves@camara.leg.br,WALTER PEREIRA ALVES,Mestrado Incompleto,RN,Natal,M
204528,Adriana Ventura,37901,NOVO,SP,https://www.camara.leg.br/internet/deputado/bandep/204528.jpg,dep.adrianaventura@camara.leg.br,ADRIANA MIGUEL VENTURA,Doutorado,SP,São Paulo,F
204516,Alexis Fonteyne,37901,NOVO,SP,https://www.camara.leg.br/internet/deputado/bandep/204516.jpg,dep.alexisfonteyne@camara.leg.br,Alexis Joseph Steverlynck Fonteyne,Pós-Graduação,SP,Campinas,M
204365,Gilson Marques,37901,NOVO,SC,https://www.camara.leg.br/internet/deputado/bandep/204365.jpg,dep.gilsonmarques@camara.leg.br,GILSON MARQUES VIEIRA,Pós-Graduação,SC,Rio do Sul,M
204523,Lucas Gonzalez,37901,NOVO,MG,https://www.camara.leg.br/internet/deputado/bandep/204523.jpg,dep.lucasgonzalez@camara.leg.br,LUCAS DE VASCONCELOS GONZALEZ,Pós-Graduação,MG,Belo Horizonte,M
156190,Marcel van Hattem,37901,NOVO,RS,https://www.camara.leg.br/internet/deputado/bandep/156190.jpg,dep.marcelvanhattem@camara.leg.br,MARCEL VAN HATTEM,Mestrado,RS,São Leopoldo,M
204461,Paulo Ganime,37901,NOVO,RJ,https://www.camara.leg.br/internet/deputado/bandep/204461.jpg,dep.pauloganime@camara.leg.br,PAULO GUSTAVO GANIME ALVES TEIXEIRA,Pós-Graduação,RJ,Rio de Janeiro,M
204519,Tiago Mitraud,37901,NOVO,MG,https://www.camara.leg.br/internet/deputado/bandep/204519.jpg,dep.tiagomitraud@camara.leg.br,TIAGO LIMA MITRAUD DE CASTRO LEITE,Pós-Graduação,DF,Brasília,M
204532,Vinicius Poit,37901,NOVO,SP,https://www.camara.leg.br/internet/deputado/bandep/204532.jpg,dep.viniciuspoit@camara.leg.br,VINICIUS LAZZER POIT,Superior,SP,São Bernardo do Campo,M
204413,Alcides Rodrigues,37907,PATRIOTA,GO,https://www.camara.leg.br/internet/deputado/bandep/204413.jpg,dep.alcidesrodrigues@camara.leg.br,ALCIDES RODRIGUES FILHO,Superior,GO,Santa Helena de Goiás,M
204518,Dr. Frederico,37907,PATRIOTA,MG,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg,dep.dr.frederico@camara.leg.br,FREDERICO DE CASTRO ESCALEIRA,Superior,RJ,Teresópolis,M
204494,Fred Costa,37907,PATRIOTA,MG,https://www.camara.leg.br/internet/deputado/bandep/204494.jpg,dep.fredcosta@camara.leg.br,FREDERICO BORGES DA COSTA,Superior Incompleto,MG,Belo Horizonte,M
204566,Marreca Filho,37907,PATRIOTA,MA,https://www.camara.leg.br/internet/deputado/bandep/204566.jpg,dep.marrecafilho@camara.leg.br,ANTONIO DA CRUZ FILGUEIRA NETO,Superior Incompleto,MA,São Luís,M
160642,Pastor Eurico,37907,PATRIOTA,PE,https://www.camara.leg.br/internet/deputado/bandep/160642.jpg,dep.pastoreurico@camara.leg.br,FRANCISCO EURICO DA SILVA,Superior Incompleto,SP,Presidente Prudente,M
178930,Roman,37907,PATRIOTA,PR,https://www.camara.leg.br/internet/deputado/bandep/178930.jpg,dep.roman@camara.leg.br,EVANDRO ROGERIO ROMAN,Doutorado,RS,Erval Grande,M
74057,Alice Portugal,36779,PCdoB,BA,https://www.camara.leg.br/internet/deputado/bandep/74057.jpg,dep.aliceportugal@camara.leg.br,ALICE MAZZUCO PORTUGAL,Superior,BA,Salvador,F
74060,Daniel Almeida,36779,PCdoB,BA,https://www.camara.leg.br/internet/deputado/bandep/74060.jpg,dep.danielalmeida@camara.leg.br,DANIEL GOMES DE ALMEIDA,Superior,BA,Mairi,M
74848,Jandira Feghali,36779,PCdoB,RJ,https://www.camara.leg.br/internet/deputado/bandep/74848.jpg,dep.jandirafeghali@camara.leg.br,JANDIRA FEGHALI,Pós-Graduação,PR,Curitiba,F
178987,Orlando Silva,36779,PCdoB,SP,https://www.camara.leg.br/internet/deputado/bandep/178987.jpg,dep.orlandosilva@camara.leg.br,ORLANDO SILVA DE JESUS JUNIOR,Superior Incompleto,BA,Salvador,M
73943,Perpétua Almeida,36779,PCdoB,AC,https://www.camara.leg.br/internet/deputado/bandep/73943.jpg,dep.perpetuaalmeida@camara.leg.br,MARIA PERPÉTUA DE ALMEIDA,Superior Incompleto,AC,Porto Walter,F
160641,Professora Marcivania,36779,PCdoB,AP,https://www.camara.leg.br/internet/deputado/bandep/160641.jpg,dep.professoramarcivania@camara.leg.br,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,Superior,AP,Macapá,F
73801,Renildo Calheiros,36779,PCdoB,PE,https://www.camara.leg.br/internet/deputado/bandep/73801.jpg,dep.renildocalheiros@camara.leg.br,RENILDO VASCONCELOS CALHEIROS,Superior,AL,Murici,M
178887,Rubens Pereira Júnior,36779,PCdoB,MA,https://www.camara.leg.br/internet/deputado/bandep/178887.jpg,dep.rubenspereirajunior@camara.leg.br,RUBENS PEREIRA E SILVA JUNIOR,Superior,MA,São Luís,M
178835,Afonso Motta,36786,PDT,RS,https://www.camara.leg.br/internet/deputado/bandep/178835.jpg,dep.afonsomotta@camara.leg.br,AFONSO ANTUNES DA MOTTA,Superior,RS,Porto Alegre,M
204571,Alex Santana,36786,PDT,BA,https://www.camara.leg.br/internet/deputado/bandep/204571.jpg,dep.alexsantana@camara.leg.br,ALEX MARCO SANTANA SOUSA,Ensino Médio,BA,Salvador,M
133439,André Figueiredo,36786,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/133439.jpg,dep.andrefigueiredo@camara.leg.br,ANDRÉ PEIXOTO FIGUEIREDO LIMA,Pós-Graduação,CE,Fortaleza,M
141439,Chico D'Angelo,36786,PDT,RJ,https://www.camara.leg.br/internet/deputado/bandep/141439.jpg,dep.chicodangelo@camara.leg.br,FRANCISCO JOSÉ D'ANGELO PINTO,Pós-Graduação,RJ,Campos dos Goytacazes,M
141411,Dagoberto Nogueira,36786,PDT,MS,https://www.camara.leg.br/internet/deputado/bandep/141411.jpg,dep.dagobertonogueira@camara.leg.br,DAGOBERTO NOGUEIRA FILHO,Superior,SP,São José do Rio Preto,M
74467,Damião Feliciano,36786,PDT,PB,https://www.camara.leg.br/internet/deputado/bandep/74467.jpg,dep.damiaofeliciano@camara.leg.br,DAMIÃO FELICIANO DA SILVA,Mestrado Incompleto,PB,Campina Grande,M
204541,Eduardo Bismarck,36786,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/204541.jpg,dep.eduardobismarck@camara.leg.br,EDUARDO HENRIQUE MAIA BISMARCK,Superior,CE,Fortaleza,M
68720,Fábio Henrique,36786,PDT,SE,https://www.camara.leg.br/internet/deputado/bandep/68720.jpg,dep.fabiohenrique@camara.leg.br,FABIO HENRIQUE SANTANA DE CARVALHO,Superior,SE,Simão Dias,M
160666,Félix Mendonça Júnior,36786,PDT,BA,https://www.camara.leg.br/internet/deputado/bandep/160666.jpg,dep.felixmendoncajunior@camara.leg.br,FELIX DE ALMEIDA MENDONÇA JÚNIOR,Superior,BA,Itabuna,M
160598,Flávia Morais,36786,PDT,GO,https://www.camara.leg.br/internet/deputado/bandep/160598.jpg,dep.flaviamorais@camara.leg.br,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,Superior,MG,Belo Horizonte,F
191923,Flávio Nogueira,36786,PDT,PI,https://www.camara.leg.br/internet/deputado/bandep/191923.jpg,dep.flavionogueira@camara.leg.br,FLÁVIO RODRIGUES NOGUEIRA,Superior,CE,Alto Santo,M
73460,Gustavo Fruet,36786,PDT,PR,https://www.camara.leg.br/internet/deputado/bandep/73460.jpg,dep.gustavofruet@camara.leg.br,GUSTAVO BONATO FRUET,Superior,PR,Curitiba,M
204533,Idilvan Alencar,36786,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/204533.jpg,dep.idilvanalencar@camara.leg.br,ANTONIO IDILVAN DE LIMA ALENCAR,Mestrado,CE,Crato,M
204435,Jesus Sérgio,36786,PDT,AC,https://www.camara.leg.br/internet/deputado/bandep/204435.jpg,dep.jesussergio@camara.leg.br,JESUS SERGIO DE MENEZES,Pós-Graduação,AC,Tarauacá,M
74299,Leônidas Cristino,36786,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/74299.jpg,dep.leonidascristino@camara.leg.br,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,Superior,CE,Coreaú,M
74158,Mário Heringer,36786,PDT,MG,https://www.camara.leg.br/internet/deputado/bandep/74158.jpg,dep.marioheringer@camara.leg.br,MÁRIO LÚCIO HERINGER,Superior,MG,Manhumirim,M
204403,Marlon Santos,36786,PDT,RS,https://www.camara.leg.br/internet/deputado/bandep/204403.jpg,dep.marlonsantos@camara.leg.br,MARLON ARATOR SANTOS DA ROSA,Pós-Graduação,RS,Cachoeira do Sul,M
204486,Mauro Benevides Filho,36786,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/204486.jpg,dep.maurobenevidesfilho@camara.leg.br,CARLOS MAURO BENEVIDES FILHO,Doutorado,CE,Fortaleza,M
133968,Paulo Ramos,36786,PDT,RJ,https://www.camara.leg.br/internet/deputado/bandep/133968.jpg,dep.pauloramos@camara.leg.br,Paulo Sérgio Ramos Barboza,Superior,RJ,Rio de Janeiro,M
73486,Pompeo de Mattos,36786,PDT,RS,https://www.camara.leg.br/internet/deputado/bandep/73486.jpg,dep.pompeodemattos@camara.leg.br,DARCI POMPEO DE MATTOS,Superior,RS,Santo Augusto,M
204489,Robério Monteiro,36786,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/204489.jpg,dep.roberiomonteiro@camara.leg.br,MARCOS ROBERIO RIBEIRO MONTEIRO,Ensino Fundamental,CE,Itarema,M
204360,Silvia Cristina,36786,PDT,RO,https://www.camara.leg.br/internet/deputado/bandep/204360.jpg,dep.silviacristina@camara.leg.br,SILVIA CRISTINA AMANCIO CHAGAS,Superior,RO,Ji-Paraná,F
177282,Subtenente Gonzaga,36786,PDT,MG,https://www.camara.leg.br/internet/deputado/bandep/177282.jpg,dep.subtenentegonzaga@camara.leg.br,LUIZ GONZAGA RIBEIRO,Superior,MG,Manhuaçu,M
157130,Túlio Gadêlha,36786,PDT,PE,https://www.camara.leg.br/internet/deputado/bandep/157130.jpg,dep.tuliogadelha@camara.leg.br,TÚLIO GADÊLHA SALES DE MELO,Superior,PE,Recife,M
74439,Wolney Queiroz,36786,PDT,PE,https://www.camara.leg.br/internet/deputado/bandep/74439.jpg,dep.wolneyqueiroz@camara.leg.br,WOLNEY QUEIROZ MACIEL,Superior Incompleto,PE,Caruaru,M
204554,Abílio Santana,37906,PL,BA,https://www.camara.leg.br/internet/deputado/bandep/204554.jpg,dep.abiliosantana@camara.leg.br,JOSE ABILIO SILVA DE SANTANA,Superior Incompleto,BA,Salvador,M
141372,Aelton Freitas,37906,PL,MG,https://www.camara.leg.br/internet/deputado/bandep/141372.jpg,dep.aeltonfreitas@camara.leg.br,AELTON JOSÉ DE FREITAS,Superior,MG,Iturama,M
178937,Altineu Côrtes,37906,PL,RJ,https://www.camara.leg.br/internet/deputado/bandep/178937.jpg,dep.altineucortes@camara.leg.br,ALTINEU CÔRTES FREITAS COUTINHO,Ensino Médio,RJ,Niterói,M
74052,Bosco Costa,37906,PL,SE,https://www.camara.leg.br/internet/deputado/bandep/74052.jpg,dep.boscocosta@camara.leg.br,JOÃO BOSCO DA COSTA,Superior Incompleto,SE,Itabaiana,M
