,id,nomeEleitoral,siglaPartido,UF,urlFoto,email,nomeCivil,escolaridade,ufNascimento,sexo
30,204457,Juninho do Pneu,DEM,RJ,https://www.camara.leg.br/internet/deputado/bandep/204457.jpg,dep.juninhodopneu@camara.leg.br,ROGERIO TEIXEIRA JUNIOR,Ensino Médio,RJ,M
31,178886,Juscelino Filho,DEM,MA,https://www.camara.leg.br/internet/deputado/bandep/178886.jpg,dep.juscelinofilho@camara.leg.br,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,Superior,MA,M
32,204536,Kim Kataguiri,DEM,SP,https://www.camara.leg.br/internet/deputado/bandep/204536.jpg,dep.kimkataguiri@camara.leg.br,KIM PATROCA KATAGUIRI,Superior Incompleto,SP,M
33,92102,Leur Lomanto Júnior,DEM,BA,https://www.camara.leg.br/internet/deputado/bandep/92102.jpg,dep.leurlomantojunior@camara.leg.br,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,Superior,BA,M
34,204381,Luis Miranda,DEM,DF,https://www.camara.leg.br/internet/deputado/bandep/204381.jpg,dep.luismiranda@camara.leg.br,LUIS CLAUDIO FERNANDES MIRANDA,Ensino Médio,DF,M
35,178943,Marcos Soares,DEM,RJ,https://www.camara.leg.br/internet/deputado/bandep/178943.jpg,dep.marcossoares@camara.leg.br,MARCOS BEZERRA RIBEIRO SOARES,Superior,RJ,M
36,66179,Norma Ayub,DEM,ES,https://www.camara.leg.br/internet/deputado/bandep/66179.jpg,dep.normaayub@camara.leg.br,NORMA AYUB ALVES,Superior,ES,F
37,204498,Olival Marques,DEM,PA,https://www.camara.leg.br/internet/deputado/bandep/204498.jpg,dep.olivalmarques@camara.leg.br,OLIVAL HENRIQUE MARQUES DE SOUZA,Superior,PA,M
38,178860,Paulo Azi,DEM,BA,https://www.camara.leg.br/internet/deputado/bandep/178860.jpg,dep.pauloazi@camara.leg.br,PAULO VELLOSO DANTAS AZI,Superior,BA,M
39,204395,Pedro Lupion,DEM,PR,https://www.camara.leg.br/internet/deputado/bandep/204395.jpg,dep.pedrolupion@camara.leg.br,PEDRO DEBONI LUPION MELLO,Mestrado,PR,M
40,160639,Professora Dorinha Seabra Rezende,DEM,TO,https://www.camara.leg.br/internet/deputado/bandep/160639.jpg,dep.professoradorinhaseabrarezende@camara.leg.br,MARIA AUXILIADORA SEABRA REZENDE,Mestrado,GO,F
41,178947,Sóstenes Cavalcante,DEM,RJ,https://www.camara.leg.br/internet/deputado/bandep/178947.jpg,dep.sostenescavalcante@camara.leg.br,SOSTENES SILVA CAVALCANTE,Superior,AL,M
42,160559,Alceu Moreira,MDB,RS,https://www.camara.leg.br/internet/deputado/bandep/160559.jpg,dep.alceumoreira@camara.leg.br,ALCEU MOREIRA DA SILVA,Superior Incompleto,RS,M
43,178975,Baleia Rossi,MDB,SP,https://www.camara.leg.br/internet/deputado/bandep/178975.jpg,dep.baleiarossi@camara.leg.br,LUIZ FELIPE BALEIA TENUTO ROSSI,Superior,SP,M
44,141401,Carlos Bezerra,MDB,MT,https://www.camara.leg.br/internet/deputado/bandep/141401.jpg,dep.carlosbezerra@camara.leg.br,CARLOS GOMES BEZERRA,Superior,MT,M
45,204361,Carlos Chiodini,MDB,SC,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg,dep.carloschiodini@camara.leg.br,CARLOS ALBERTO CHIODINI,Superior,SC,M
46,141405,Celso Maldaner,MDB,SC,https://www.camara.leg.br/internet/deputado/bandep/141405.jpg,dep.celsomaldaner@camara.leg.br,CELSO MALDANER,Pós-Graduação,SC,M
47,204459,Daniela do Waguinho,MDB,RJ,https://www.camara.leg.br/internet/deputado/bandep/204459.jpg,dep.danieladowaguinho@camara.leg.br,DANIELA MOTE DE SOUZA CARNEIRO,Pós-Graduação,RJ,F
48,178994,Dulce Miranda,MDB,TO,https://www.camara.leg.br/internet/deputado/bandep/178994.jpg,dep.dulcemiranda@camara.leg.br,DULCE FERREIRA PAGANI MIRANDA,Superior,MG,F
49,74075,Elcione Barbalho,MDB,PA,https://www.camara.leg.br/internet/deputado/bandep/74075.jpg,dep.elcionebarbalho@camara.leg.br,ELCIONE THEREZINHA ZAHLUTH BARBALHO,Pós-Graduação,PA,F
50,141427,Fábio Ramalho,MDB,MG,https://www.camara.leg.br/internet/deputado/bandep/141427.jpg,dep.fabioramalho@camara.leg.br,FÁBIO AUGUSTO RAMALHO DOS SANTOS,Superior,DF,M
51,171623,Fabio Reis,MDB,SE,https://www.camara.leg.br/internet/deputado/bandep/171623.jpg,dep.fabioreis@camara.leg.br,FABIO DE ALMEIDA REIS,Superior Incompleto,SE,M
52,141434,Flaviano Melo,MDB,AC,https://www.camara.leg.br/internet/deputado/bandep/141434.jpg,dep.flavianomelo@camara.leg.br,FLAVIANO FLÁVIO BAPTISTA DE MELO,Superior,AC,M
53,178996,Giovani Feltes,MDB,RS,https://www.camara.leg.br/internet/deputado/bandep/178996.jpg,dep.giovanifeltes@camara.leg.br,GIOVANI BATISTA FELTES,Superior,RS,M
54,204456,Gutemberg Reis,MDB,RJ,https://www.camara.leg.br/internet/deputado/bandep/204456.jpg,dep.gutembergreis@camara.leg.br,GUTEMBERG REIS DE OLIVEIRA,Ensino Médio,RJ,M
55,204539,Hercílio Coelho Diniz,MDB,MG,https://www.camara.leg.br/internet/deputado/bandep/204539.jpg,dep.herciliocoelhodiniz@camara.leg.br,HERCÍLIO ARAÚJO DINIZ FILHO,Superior Incompleto,MG,M
56,178981,Herculano Passos,MDB,SP,https://www.camara.leg.br/internet/deputado/bandep/178981.jpg,dep.herculanopassos@camara.leg.br,HERCULANO CASTILHO PASSOS JUNIOR,Superior Incompleto,SP,M
57,73772,Hermes Parcianello,MDB,PR,https://www.camara.leg.br/internet/deputado/bandep/73772.jpg,dep.hermesparcianello@camara.leg.br,HERMES PARCIANELLO,Superior,PR,M
58,178884,Hildo Rocha,MDB,MA,https://www.camara.leg.br/internet/deputado/bandep/178884.jpg,dep.hildorocha@camara.leg.br,HILDO AUGUSTO DA ROCHA NETO,Pós-Graduação,MA,M
59,204436,Isnaldo Bulhões Jr.,MDB,AL,https://www.camara.leg.br/internet/deputado/bandep/204436.jpg,dep.isnaldobulhoesjr@camara.leg.br,ISNALDO BULHOES BARROS JUNIOR,Superior,AL,M
60,178839,Jéssica Sales,MDB,AC,https://www.camara.leg.br/internet/deputado/bandep/178839.jpg,dep.jessicasales@camara.leg.br,JESSICA ROJAS SALES,Superior,AC,F
61,112437,João Marcelo Souza,MDB,MA,https://www.camara.leg.br/internet/deputado/bandep/112437.jpg,dep.joaomarcelosouza@camara.leg.br,JOÃO MARCELO SANTOS SOUZA,Superior,MA,M
62,74079,José Priante,MDB,PA,https://www.camara.leg.br/internet/deputado/bandep/74079.jpg,dep.josepriante@camara.leg.br,JOSÉ BENITO PRIANTE JÚNIOR,Superior,PA,M
63,204474,Juarez Costa,MDB,MT,https://www.camara.leg.br/internet/deputado/bandep/204474.jpg,dep.juarezcosta@camara.leg.br,JUAREZ ALVES DA COSTA,Ensino Médio Incompleto,PR,M
64,74254,Leonardo Picciani,MDB,RJ,https://www.camara.leg.br/internet/deputado/bandep/74254.jpg,dep.leonardopicciani@camara.leg.br,LEONARDO CARNEIRO MONTEIRO PICCIANI,Superior,RJ,M
65,178954,Lucio Mosquini,MDB,RO,https://www.camara.leg.br/internet/deputado/bandep/178954.jpg,dep.luciomosquini@camara.leg.br,LUCIO ANTONIO MOSQUINI,Pós-Graduação,MT,M
66,179001,Márcio Biolchi,MDB,RS,https://www.camara.leg.br/internet/deputado/bandep/179001.jpg,dep.marciobiolchi@camara.leg.br,MARCIO DELLA VALLE BIOLCHI,Superior,RS,M
67,204431,Marcos Aurélio Sampaio,MDB,PI,https://www.camara.leg.br/internet/deputado/bandep/204431.jpg,dep.marcosaureliosampaio@camara.leg.br,MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,Superior,PI,M
68,74749,Mauro Lopes,MDB,MG,https://www.camara.leg.br/internet/deputado/bandep/74749.jpg,dep.maurolopes@camara.leg.br,MAURO RIBEIRO LOPES,Superior,MG,M
69,178997,Moses Rodrigues,MDB,CE,https://www.camara.leg.br/internet/deputado/bandep/178997.jpg,dep.mosesrodrigues@camara.leg.br,MOSES HAENDEL MELO RODRIGUES,Doutorado,CE,M
70,178896,Newton Cardoso Jr,MDB,MG,https://www.camara.leg.br/internet/deputado/bandep/178896.jpg,dep.newtoncardosojr@camara.leg.br,NEWTON CARDOSO JUNIOR,Pós-Graduação,MG,M
71,73692,Osmar Terra,MDB,RS,https://www.camara.leg.br/internet/deputado/bandep/73692.jpg,dep.osmarterra@camara.leg.br,OSMAR GASPARINI TERRA,Pós-Graduação,RS,M
72,141523,Raul Henry,MDB,PE,https://www.camara.leg.br/internet/deputado/bandep/141523.jpg,dep.raulhenry@camara.leg.br,RAUL JEAN LOUIS HENRY JÚNIOR,Mestrado,PE,M
73,160651,Rogério Peninha Mendonça,MDB,SC,https://www.camara.leg.br/internet/deputado/bandep/160651.jpg,dep.rogeriopeninhamendonca@camara.leg.br,ROGÉRIO MENDONÇA,Superior,SC,M
74,178933,Sergio Souza,MDB,PR,https://www.camara.leg.br/internet/deputado/bandep/178933.jpg,dep.sergiosouza@camara.leg.br,SERGIO DE SOUZA,Pós-Graduação,PR,M
75,178952,Walter Alves,MDB,RN,https://www.camara.leg.br/internet/deputado/bandep/178952.jpg,dep.walteralves@camara.leg.br,WALTER PEREIRA ALVES,Mestrado Incompleto,RN,M
76,204528,Adriana Ventura,NOVO,SP,https://www.camara.leg.br/internet/deputado/bandep/204528.jpg,dep.adrianaventura@camara.leg.br,ADRIANA MIGUEL VENTURA,Doutorado,SP,F
77,204516,Alexis Fonteyne,NOVO,SP,https://www.camara.leg.br/internet/deputado/bandep/204516.jpg,dep.alexisfonteyne@camara.leg.br,Alexis Joseph Steverlynck Fonteyne,Pós-Graduação,SP,M
78,204365,Gilson Marques,NOVO,SC,https://www.camara.leg.br/internet/deputado/bandep/204365.jpg,dep.gilsonmarques@camara.leg.br,GILSON MARQUES VIEIRA,Pós-Graduação,SC,M
79,204523,Lucas Gonzalez,NOVO,MG,https://www.camara.leg.br/internet/deputado/bandep/204523.jpg,dep.lucasgonzalez@camara.leg.br,LUCAS DE VASCONCELOS GONZALEZ,Pós-Graduação,MG,M
80,156190,Marcel van Hattem,NOVO,RS,https://www.camara.leg.br/internet/deputado/bandep/156190.jpg,dep.marcelvanhattem@camara.leg.br,MARCEL VAN HATTEM,Mestrado,RS,M
81,204461,Paulo Ganime,NOVO,RJ,https://www.camara.leg.br/internet/deputado/bandep/204461.jpg,dep.pauloganime@camara.leg.br,PAULO GUSTAVO GANIME ALVES TEIXEIRA,Pós-Graduação,RJ,M
82,204519,Tiago Mitraud,NOVO,MG,https://www.camara.leg.br/internet/deputado/bandep/204519.jpg,dep.tiagomitraud@camara.leg.br,TIAGO LIMA MITRAUD DE CASTRO LEITE,Pós-Graduação,DF,M
83,204532,Vinicius Poit,NOVO,SP,https://www.camara.leg.br/internet/deputado/bandep/204532.jpg,dep.viniciuspoit@camara.leg.br,VINICIUS LAZZER POIT,Superior,SP,M
84,204413,Alcides Rodrigues,PATRI,GO,https://www.camara.leg.br/internet/deputado/bandep/204413.jpg,dep.alcidesrodrigues@camara.leg.br,ALCIDES RODRIGUES FILHO,Superior,GO,M
85,204518,Dr. Frederico,PATRI,MG,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg,dep.dr.frederico@camara.leg.br,FREDERICO DE CASTRO ESCALEIRA,Superior,RJ,M
86,204494,Fred Costa,PATRI,MG,https://www.camara.leg.br/internet/deputado/bandep/204494.jpg,dep.fredcosta@camara.leg.br,FREDERICO BORGES DA COSTA,Superior Incompleto,MG,M
87,204550,Júnior Mano,PATRI,CE,https://www.camara.leg.br/internet/deputado/bandep/204550.jpg,dep.juniormano@camara.leg.br,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,Superior,CE,M
88,204566,Marreca Filho,PATRI,MA,https://www.camara.leg.br/internet/deputado/bandep/204566.jpg,dep.marrecafilho@camara.leg.br,ANTONIO DA CRUZ FILGUEIRA NETO,Superior Incompleto,MA,M
89,160642,Pastor Eurico,PATRI,PE,https://www.camara.leg.br/internet/deputado/bandep/160642.jpg,dep.pastoreurico@camara.leg.br,FRANCISCO EURICO DA SILVA,Superior Incompleto,SP,M
90,215042,Ricardo da Karol,PATRI,RJ,https://www.camara.leg.br/internet/deputado/bandep/215042.jpg,dep.ricardodakarol@camara.leg.br,RICARDO CORREA DE BARROS,Ensino Médio,RJ,M
91,204413,Alcides Rodrigues,PATRIOTA,GO,https://www.camara.leg.br/internet/deputado/bandep/204413.jpg,dep.alcidesrodrigues@camara.leg.br,ALCIDES RODRIGUES FILHO,Superior,GO,M
92,204518,Dr. Frederico,PATRIOTA,MG,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg,dep.dr.frederico@camara.leg.br,FREDERICO DE CASTRO ESCALEIRA,Superior,RJ,M
93,204494,Fred Costa,PATRIOTA,MG,https://www.camara.leg.br/internet/deputado/bandep/204494.jpg,dep.fredcosta@camara.leg.br,FREDERICO BORGES DA COSTA,Superior Incompleto,MG,M
94,204566,Marreca Filho,PATRIOTA,MA,https://www.camara.leg.br/internet/deputado/bandep/204566.jpg,dep.marrecafilho@camara.leg.br,ANTONIO DA CRUZ FILGUEIRA NETO,Superior Incompleto,MA,M
95,160642,Pastor Eurico,PATRIOTA,PE,https://www.camara.leg.br/internet/deputado/bandep/160642.jpg,dep.pastoreurico@camara.leg.br,FRANCISCO EURICO DA SILVA,Superior Incompleto,SP,M
96,215042,Ricardo da Karol,PATRIOTA,RJ,https://www.camara.leg.br/internet/deputado/bandep/215042.jpg,dep.ricardodakarol@camara.leg.br,RICARDO CORREA DE BARROS,Ensino Médio,RJ,M
97,178930,Roman,PATRIOTA,PR,https://www.camara.leg.br/internet/deputado/bandep/178930.jpg,dep.roman@camara.leg.br,EVANDRO ROGERIO ROMAN,Doutorado,RS,M
98,74057,Alice Portugal,PCdoB,BA,https://www.camara.leg.br/internet/deputado/bandep/74057.jpg,dep.aliceportugal@camara.leg.br,ALICE MAZZUCO PORTUGAL,Superior,BA,F
99,74060,Daniel Almeida,PCdoB,BA,https://www.camara.leg.br/internet/deputado/bandep/74060.jpg,dep.danielalmeida@camara.leg.br,DANIEL GOMES DE ALMEIDA,Superior,BA,M
100,74848,Jandira Feghali,PCdoB,RJ,https://www.camara.leg.br/internet/deputado/bandep/74848.jpg,dep.jandirafeghali@camara.leg.br,JANDIRA FEGHALI,Pós-Graduação,PR,F
101,178987,Orlando Silva,PCdoB,SP,https://www.camara.leg.br/internet/deputado/bandep/178987.jpg,dep.orlandosilva@camara.leg.br,ORLANDO SILVA DE JESUS JUNIOR,Superior Incompleto,BA,M
102,73943,Perpétua Almeida,PCdoB,AC,https://www.camara.leg.br/internet/deputado/bandep/73943.jpg,dep.perpetuaalmeida@camara.leg.br,MARIA PERPÉTUA DE ALMEIDA,Superior Incompleto,AC,F
103,160641,Professora Marcivania,PCdoB,AP,https://www.camara.leg.br/internet/deputado/bandep/160641.jpg,dep.professoramarcivania@camara.leg.br,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,Superior,AP,F
104,73801,Renildo Calheiros,PCdoB,PE,https://www.camara.leg.br/internet/deputado/bandep/73801.jpg,dep.renildocalheiros@camara.leg.br,RENILDO VASCONCELOS CALHEIROS,Superior,AL,M
105,178887,Rubens Pereira Júnior,PCdoB,MA,https://www.camara.leg.br/internet/deputado/bandep/178887.jpg,dep.rubenspereirajunior@camara.leg.br,RUBENS PEREIRA E SILVA JUNIOR,Superior,MA,M
106,178835,Afonso Motta,PDT,RS,https://www.camara.leg.br/internet/deputado/bandep/178835.jpg,dep.afonsomotta@camara.leg.br,AFONSO ANTUNES DA MOTTA,Superior,RS,M
107,204571,Alex Santana,PDT,BA,https://www.camara.leg.br/internet/deputado/bandep/204571.jpg,dep.alexsantana@camara.leg.br,ALEX MARCO SANTANA SOUSA,Ensino Médio,BA,M
108,133439,André Figueiredo,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/133439.jpg,dep.andrefigueiredo@camara.leg.br,ANDRÉ PEIXOTO FIGUEIREDO LIMA,Pós-Graduação,CE,M
109,141439,Chico D'Angelo,PDT,RJ,https://www.camara.leg.br/internet/deputado/bandep/141439.jpg,dep.chicodangelo@camara.leg.br,FRANCISCO JOSÉ D'ANGELO PINTO,Pós-Graduação,RJ,M
110,141411,Dagoberto Nogueira,PDT,MS,https://www.camara.leg.br/internet/deputado/bandep/141411.jpg,dep.dagobertonogueira@camara.leg.br,DAGOBERTO NOGUEIRA FILHO,Superior,SP,M
111,74467,Damião Feliciano,PDT,PB,https://www.camara.leg.br/internet/deputado/bandep/74467.jpg,dep.damiaofeliciano@camara.leg.br,DAMIÃO FELICIANO DA SILVA,Mestrado Incompleto,PB,M
112,204541,Eduardo Bismarck,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/204541.jpg,dep.eduardobismarck@camara.leg.br,EDUARDO HENRIQUE MAIA BISMARCK,Superior,CE,M
113,68720,Fábio Henrique,PDT,SE,https://www.camara.leg.br/internet/deputado/bandep/68720.jpg,dep.fabiohenrique@camara.leg.br,FABIO HENRIQUE SANTANA DE CARVALHO,Superior,SE,M
114,160666,Félix Mendonça Júnior,PDT,BA,https://www.camara.leg.br/internet/deputado/bandep/160666.jpg,dep.felixmendoncajunior@camara.leg.br,FELIX DE ALMEIDA MENDONÇA JÚNIOR,Superior,BA,M
115,160598,Flávia Morais,PDT,GO,https://www.camara.leg.br/internet/deputado/bandep/160598.jpg,dep.flaviamorais@camara.leg.br,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,Superior,MG,F
116,191923,Flávio Nogueira,PDT,PI,https://www.camara.leg.br/internet/deputado/bandep/191923.jpg,dep.flavionogueira@camara.leg.br,FLÁVIO RODRIGUES NOGUEIRA,Superior,CE,M
117,204575,Gil Cutrim,PDT,MA,https://www.camara.leg.br/internet/deputado/bandep/204575.jpg,dep.gilcutrim@camara.leg.br,GILLIANO FRED NASCIMENTO CUTRIM,Superior,MA,M
118,73460,Gustavo Fruet,PDT,PR,https://www.camara.leg.br/internet/deputado/bandep/73460.jpg,dep.gustavofruet@camara.leg.br,GUSTAVO BONATO FRUET,Superior,PR,M
119,204533,Idilvan Alencar,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/204533.jpg,dep.idilvanalencar@camara.leg.br,ANTONIO IDILVAN DE LIMA ALENCAR,Mestrado,CE,M
120,204435,Jesus Sérgio,PDT,AC,https://www.camara.leg.br/internet/deputado/bandep/204435.jpg,dep.jesussergio@camara.leg.br,JESUS SERGIO DE MENEZES,Pós-Graduação,AC,M
121,74299,Leônidas Cristino,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/74299.jpg,dep.leonidascristino@camara.leg.br,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,Superior,CE,M
122,74158,Mário Heringer,PDT,MG,https://www.camara.leg.br/internet/deputado/bandep/74158.jpg,dep.marioheringer@camara.leg.br,MÁRIO LÚCIO HERINGER,Superior,MG,M
123,204403,Marlon Santos,PDT,RS,https://www.camara.leg.br/internet/deputado/bandep/204403.jpg,dep.marlonsantos@camara.leg.br,MARLON ARATOR SANTOS DA ROSA,Pós-Graduação,RS,M
124,204486,Mauro Benevides Filho,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/204486.jpg,dep.maurobenevidesfilho@camara.leg.br,CARLOS MAURO BENEVIDES FILHO,Doutorado,CE,M
125,133968,Paulo Ramos,PDT,RJ,https://www.camara.leg.br/internet/deputado/bandep/133968.jpg,dep.pauloramos@camara.leg.br,Paulo Sérgio Ramos Barboza,Superior,RJ,M
126,73486,Pompeo de Mattos,PDT,RS,https://www.camara.leg.br/internet/deputado/bandep/73486.jpg,dep.pompeodemattos@camara.leg.br,DARCI POMPEO DE MATTOS,Superior,RS,M
127,204489,Robério Monteiro,PDT,CE,https://www.camara.leg.br/internet/deputado/bandep/204489.jpg,dep.roberiomonteiro@camara.leg.br,MARCOS ROBERIO RIBEIRO MONTEIRO,Ensino Fundamental,CE,M
128,204360,Silvia Cristina,PDT,RO,https://www.camara.leg.br/internet/deputado/bandep/204360.jpg,dep.silviacristina@camara.leg.br,SILVIA CRISTINA AMANCIO CHAGAS,Superior,RO,F
129,177282,Subtenente Gonzaga,PDT,MG,https://www.camara.leg.br/internet/deputado/bandep/177282.jpg,dep.subtenentegonzaga@camara.leg.br,LUIZ GONZAGA RIBEIRO,Superior,MG,M
130,204534,Tabata Amaral,PDT,SP,https://www.camara.leg.br/internet/deputado/bandep/204534.jpg,dep.tabataamaral@camara.leg.br,TABATA CLAUDIA AMARAL DE PONTES,Superior,SP,F
131,157130,Túlio Gadêlha,PDT,PE,https://www.camara.leg.br/internet/deputado/bandep/157130.jpg,dep.tuliogadelha@camara.leg.br,TÚLIO GADÊLHA SALES DE MELO,Superior,PE,M
132,74439,Wolney Queiroz,PDT,PE,https://www.camara.leg.br/internet/deputado/bandep/74439.jpg,dep.wolneyqueiroz@camara.leg.br,WOLNEY QUEIROZ MACIEL,Superior Incompleto,PE,M
133,204554,Abílio Santana,PHS,BA,https://www.camara.leg.br/internet/deputado/bandep/204554.jpg,dep.abiliosantana@camara.leg.br,JOSE ABILIO SILVA DE SANTANA,Superior Incompleto,BA,M
