,uri,nome,idLegislaturaInicial,idLegislaturaFinal,nomeCivil,siglaSexo,urlRedeSocial,urlWebsite,dataNascimento,dataFalecimento,ufNascimento,municipioNascimento
6047,https://dadosabertos.camara.leg.br/api/v2/deputados/132054,PAULO GUERRA,46,47,Paulo Fernando Batista Guerra,M,[],[],1946-10-11,,AP,Macapá
6048,https://dadosabertos.camara.leg.br/api/v2/deputados/132055,PAULO NOGUEIRA,47,47,Paulo Pereira Nogueira,M,[],[],1934-04-11,,MT,Alto Garças
6049,https://dadosabertos.camara.leg.br/api/v2/deputados/132056,PAULO MALUF,47,55,PAULO SALIM MALUF,M,[],[],1931-09-03,,SP,São Paulo
6058,https://dadosabertos.camara.leg.br/api/v2/deputados/132065,RAYMUNDO URBANO,46,47,Raymundo Urbano,M,[],[],1937-09-13,,BA,Salvador
6060,https://dadosabertos.camara.leg.br/api/v2/deputados/132067,RANDOLFO BITTENCOURT,47,47,Randolpho de Souza Bittencourt,M,[],[],1938-12-05,,AM,Manaus
6061,https://dadosabertos.camara.leg.br/api/v2/deputados/132068,RAUL BERNARDO,45,47,Raul Bernardo Nelson de Senna,M,[],[],1931-08-21,,MG,Belo Horizonte
6065,https://dadosabertos.camara.leg.br/api/v2/deputados/132072,RICARDO RIBEIRO,47,47,Ricardo Christiano Ribeiro,M,[],[],1940-07-17,,SP,Ribeirão Preto
6068,https://dadosabertos.camara.leg.br/api/v2/deputados/132075,RONAN TITO,46,47,Ronan Tito de Almeida,M,[],[],1931-08-22,,MG,Pratinha
6071,https://dadosabertos.camara.leg.br/api/v2/deputados/132078,RUBENS ARDENGHI,47,47,Rubens Ardengui,M,[],[],1944-05-09,,RS,Palmeira das Missões
6073,https://dadosabertos.camara.leg.br/api/v2/deputados/132080,SEBASTIÃO ATAIDE,47,47,Sebastião Ataide de Melo,M,[],[],1930-06-23,,PB,Araruna
6074,https://dadosabertos.camara.leg.br/api/v2/deputados/132081,SEBASTIÃO CURIÓ,47,47,Sebastião Curió Rodrigues de Moura,M,[],[],1934-12-15,,MG,São Sebastião do Paraíso
6075,https://dadosabertos.camara.leg.br/api/v2/deputados/132082,SEBASTIÃO NERY,47,47,Sebastião Augusto de Souza Nery,M,[],[],1932-03-08,,BA,Jaguaquara
6077,https://dadosabertos.camara.leg.br/api/v2/deputados/132084,NAVARRO VIEIRA FILHO,46,47,Sebastião Navarro Vieira Filho,M,[],[],1937-09-30,,MG,Botelhos
6078,https://dadosabertos.camara.leg.br/api/v2/deputados/132085,SÉRGIO LOMBA,47,47,Sérgio Antônio Lessa Lomba,M,[],[],1944-06-01,,RJ,Rio de Janeiro
6081,https://dadosabertos.camara.leg.br/api/v2/deputados/132088,TARCÍSIO BURITY,47,47,Tarcísio de Miranda Burity,M,[],[],1938-11-28,,PB,João Pessoa
6084,https://dadosabertos.camara.leg.br/api/v2/deputados/132091,TOBIAS ALVES,46,47,Tobias Alves Rodrigues,M,[],[],1933-07-23,,SP,Miguelópolis
6085,https://dadosabertos.camara.leg.br/api/v2/deputados/132092,UBALDINO MEIRELLES,46,47,Ubaldino Meirelles da Silva,M,[],[],1933-07-04,,AM,Parintins
6088,https://dadosabertos.camara.leg.br/api/v2/deputados/132095,VALMOR GIAVARINA,47,47,Valmor Santos Giavarina,M,[],[],1933-10-26,,SC,Capinzal
6094,https://dadosabertos.camara.leg.br/api/v2/deputados/132101,WALBER GUIMARÃES,45,47,Walber Sousa Guimarães,M,[],[],1933-01-07,,MA,Colinas
6097,https://dadosabertos.camara.leg.br/api/v2/deputados/132104,WALTER CASANOVA,47,47,Walter Ribeiro Casanova,M,[],[],1937-12-12,,RS,Santana do Livramento
6100,https://dadosabertos.camara.leg.br/api/v2/deputados/132107,WILSON HAESE,47,47,Wilson Haese,M,[],[],1943-05-05,,ES,Pancas
6103,https://dadosabertos.camara.leg.br/api/v2/deputados/132110,WOLNEY SIQUEIRA,47,47,Wolney Wagner de Siqueira,M,[],[],1945-11-05,,GO,Pirenópolis
6104,https://dadosabertos.camara.leg.br/api/v2/deputados/132111,ERANI MULLER,47,47,Erani Guilherme Muller,M,[],[],1942-01-24,,RS,Cruz Alta
6108,https://dadosabertos.camara.leg.br/api/v2/deputados/132115,JURACY PALHANO,47,47,João Juracy Palhano Freire,M,[],[],1935-06-19,,PB,Remígio
6109,https://dadosabertos.camara.leg.br/api/v2/deputados/132116,JOÃO AUGUSTO,47,47,João Augusto Figueiredo de Oliveira,M,[],[],1936-06-30,,PA,Oriximiná
6112,https://dadosabertos.camara.leg.br/api/v2/deputados/132119,PAULO CARNEIRO,47,47,Paulo Germano Carneiro Pordeus,M,[],[],1950-02-05,,PB,João Pessoa
6113,https://dadosabertos.camara.leg.br/api/v2/deputados/132120,SATURNINO DADAM,47,47,Saturnino Dadam,M,[],[],1936-11-15,,SC,Tijucas
6117,https://dadosabertos.camara.leg.br/api/v2/deputados/132124,CARLOS OLIVEIRA,46,47,Carlos Augusto de Oliveira,M,[],[],1935-02-26,,PI,José de Freitas
6120,https://dadosabertos.camara.leg.br/api/v2/deputados/132127,DJALMA FALCÃO,43,47,Djalma Marinho Muniz Falcão,M,[],[],1933-12-31,,PE,Araripina
6121,https://dadosabertos.camara.leg.br/api/v2/deputados/132128,EDUARDO MATARAZZO SUPLICY,47,47,Eduardo Matarazzo Suplicy,M,[],[],1941-06-21,,SP,São Paulo
6122,https://dadosabertos.camara.leg.br/api/v2/deputados/132129,FERNANDO COLLOR,47,47,Fernando Affonso Collor de Mello,M,[],[],1949-08-12,,RJ,Rio de Janeiro
6123,https://dadosabertos.camara.leg.br/api/v2/deputados/132130,FERNANDO CARVALHO,47,47,Fernado Souza Ribeiro de Carvalho,M,[],[],1943-09-25,,RJ,Rio de Janeiro
6124,https://dadosabertos.camara.leg.br/api/v2/deputados/132131,FRANCISCO ERSE,47,47,Francisco José Chiquilito Coimbra Erse,M,[],[],1949-12-19,,AM,Manaus
6125,https://dadosabertos.camara.leg.br/api/v2/deputados/132132,JOÃO DIVINO,47,47,João Divino Dorneles,M,[],[],1933-05-25,,GO,Goiânia
6127,https://dadosabertos.camara.leg.br/api/v2/deputados/132134,NELSON WEDEKIN,47,47,Nelson Wedekin,M,[],[],1944-10-01,,SC,Mondaí
6128,https://dadosabertos.camara.leg.br/api/v2/deputados/132135,ODILON SALMORIA,47,47,Odilon Sebastião Salmoria,M,[],[],1946-07-11,,SC,Videira
6130,https://dadosabertos.camara.leg.br/api/v2/deputados/132137,SERGIO CRUZ,47,47,Sérgio Manoel da Cruz,M,[],[],1942-08-06,,PE,Salgueiro
6133,https://dadosabertos.camara.leg.br/api/v2/deputados/132140,GORGONIO NETO,47,47,Gorgonio José de Araújo Neto,M,[],[],1939-03-19,,BA,Salvador
6136,https://dadosabertos.camara.leg.br/api/v2/deputados/132143,JORGE GAMA,46,48,Jorge Gama de Barros,M,[],[],1942-09-17,,RJ,Rio de Janeiro
6138,https://dadosabertos.camara.leg.br/api/v2/deputados/132145,JÚLIO MARTINS,46,48,JÚLIO AUGUSTO MAGALHÃES MARTINS,M,[],[],1937-09-24,,RR,Boa Vista
6139,https://dadosabertos.camara.leg.br/api/v2/deputados/132146,JURANDYR PAIXÃO,49,49,Jurandir da Paixão Campos Freire,M,[],[],1930-04-18,,SP,Cunha
6143,https://dadosabertos.camara.leg.br/api/v2/deputados/132504,Enio Verri,55,56,ENIO JOSÉ VERRI,M,['https://pt-br.facebook.com/enio.verri'],['http://www.enioverri.com.br/'],1961-03-27,,PR,Maringá
6144,https://dadosabertos.camara.leg.br/api/v2/deputados/133370,WALTER BARELLI,52,52,WALTER BARELLI,M,[],[],1938-07-25,,SP,São Paulo
6145,https://dadosabertos.camara.leg.br/api/v2/deputados/133371,ANTENOR NASPOLINI,52,52,ANTENOR MANOEL NASPOLINI,M,[],[],1940-10-21,,SC,Criciúma
6146,https://dadosabertos.camara.leg.br/api/v2/deputados/133372,NATAN DONADON,52,54,NATAN DONADON,M,[],[],1967-07-27,,PR,Porecatu
6147,https://dadosabertos.camara.leg.br/api/v2/deputados/133373,MARCO MAIA,52,55,MARCO AURÉLIO SPALL MAIA,M,"['http://www.twitter.com/DepMarcoMaia', ' http://www.facebook.com/DepMarcoMaia']",[],1965-12-27,,RS,Canoas
6148,https://dadosabertos.camara.leg.br/api/v2/deputados/133374,ADEMIR CAMILO,52,55,ADEMIR CAMILO PRATES RODRIGUES,M,[],[],1964-05-30,,MG,Teófilo Otoni
6149,https://dadosabertos.camara.leg.br/api/v2/deputados/133375,EDINHO MONTEMOR,52,53,EDGARD MONTEMOR FERNANDES,M,[],[],1956-06-07,,SP,Mirassol
6150,https://dadosabertos.camara.leg.br/api/v2/deputados/133376,JAIR DE OLIVEIRA,52,52,JAIR DE OLIVEIRA,M,[],[],1952-01-05,,MG,Campo do Meio
6151,https://dadosabertos.camara.leg.br/api/v2/deputados/133377,ANDRÉ COSTA,52,52,ANDRÉ LUIZ COSTA DE SOUZA,M,[],[],1968-05-22,,RJ,Niterói
6152,https://dadosabertos.camara.leg.br/api/v2/deputados/133439,André Figueiredo,52,56,ANDRÉ PEIXOTO FIGUEIREDO LIMA,M,[],[],1966-11-10,,CE,Fortaleza
6153,https://dadosabertos.camara.leg.br/api/v2/deputados/133440,ANA ALENCAR,52,52,ANA BORGES NEVES ALENCAR,F,[],[],1961-11-09,,GO,Anápolis
6154,https://dadosabertos.camara.leg.br/api/v2/deputados/133658,CAPITÃO WAYNE,52,52,ROSE MARX WAYNE DE OLIVEIRA,M,[],[],1968-01-03,,GO,Goiânia
6157,https://dadosabertos.camara.leg.br/api/v2/deputados/133810,Marcelo Moraes,56,56,MARCELO PIRES MORAES,M,[],[],1979-08-07,,RS,Porto Alegre
6158,https://dadosabertos.camara.leg.br/api/v2/deputados/133839,JOSÉ MARIA EYMAEL,48,49,JOSE MARIA EYMAEL,M,[],[],1939-11-02,,RS,Porto Alegre
6160,https://dadosabertos.camara.leg.br/api/v2/deputados/133841,FERNANDO BEZERRA COELHO,48,49,Fernando Bezerra de Souza Coelho,M,[],[],1957-12-07,,PE,Petrolina
6162,https://dadosabertos.camara.leg.br/api/v2/deputados/133843,TIDEI DE LIMA,46,49,Antonio Tidei de Lima,M,[],[],1945-07-08,,SP,
6164,https://dadosabertos.camara.leg.br/api/v2/deputados/133845,OSVALDO BENDER,48,49,Osvaldo Afonso Bender,M,[],[],1934-08-01,,RS,Santo Cristo
6173,https://dadosabertos.camara.leg.br/api/v2/deputados/133854,JORGE UEQUED,45,49,Feres Jorge Rocha e Silva Uequed,M,[],[],1942-05-29,,RS,Rio Grande
6174,https://dadosabertos.camara.leg.br/api/v2/deputados/133855,VICTOR FACCIONI,46,49,Victor José Faccioni,M,[],[],1941-08-05,,RS,Caxias do Sul
6175,https://dadosabertos.camara.leg.br/api/v2/deputados/133856,DJENAL GONÇALVES,48,49,DJENAL GONÇALVES SOARES,M,[],[],1942-11-12,,SE,Canhoba
6176,https://dadosabertos.camara.leg.br/api/v2/deputados/133857,JOAQUIM SUCENA,48,49,Joaquim Sucena Rasga,M,[],[],1942-12-21,,SP,São José do Rio Preto
6177,https://dadosabertos.camara.leg.br/api/v2/deputados/133858,EVALDO GONÇALVES,48,49,Evaldo Gonçalves de Queiroz,M,[],[],1933-06-15,,PB,São João do Cariri
6179,https://dadosabertos.camara.leg.br/api/v2/deputados/133860,VALTER PEREIRA,46,49,Valter Pereira de Oliveira,M,[],[],1943-12-03,,MS,Campo Grande
6180,https://dadosabertos.camara.leg.br/api/v2/deputados/133861,JOSÉ ELIAS,48,49,José Elias Moreira,M,[],[],1940-07-20,,MG,Poços de Caldas
6181,https://dadosabertos.camara.leg.br/api/v2/deputados/133862,JESUS TAJRA,48,49,Jesus Elias Tajra,M,[],[],1932-02-22,,PI,Teresina
6182,https://dadosabertos.camara.leg.br/api/v2/deputados/133863,JOÃO DE DEUS ANTUNES,48,49,João de Deus Antunes,M,[],[],1943-06-24,,RS,Santo Ângelo
6183,https://dadosabertos.camara.leg.br/api/v2/deputados/133864,RAQUEL CÂNDIDO,48,49,Raquel Cândido e Silva,F,[],[],1951-06-17,,RO,Guajará-Mirim
6185,https://dadosabertos.camara.leg.br/api/v2/deputados/133866,BETH AZIZE,48,49,Elizabeth Azize,F,[],[],1940-01-11,,AM,Manacapuru
6186,https://dadosabertos.camara.leg.br/api/v2/deputados/133867,JOSÉ DUTRA,48,49,JOSÉ CARDOSO DUTRA,M,[],[],1937-07-18,,AM,Barreirinha
6188,https://dadosabertos.camara.leg.br/api/v2/deputados/133869,NAPHTALI ALVES DE SOUZA,48,49,Naphtali Alves de Souza,M,[],[],1940-11-03,,GO,Morrinhos
6189,https://dadosabertos.camara.leg.br/api/v2/deputados/133870,LUIZ SOYER,48,49,Luiz Alberto Soyer,M,[],[],1940-12-23,,GO,Inhumas
6195,https://dadosabertos.camara.leg.br/api/v2/deputados/133876,ALDO PINTO,47,49,Aldo Pinto da Silva,M,[],[],1939-02-03,,RS,Palmeira das Missões
6197,https://dadosabertos.camara.leg.br/api/v2/deputados/133878,MENDONÇA NETO,46,49,ANTONIO SATURNINO DE MENDONÇA NETO,M,[],[],1945-03-10,,MG,Rio Novo
6198,https://dadosabertos.camara.leg.br/api/v2/deputados/133879,MAGALHÃES TEIXEIRA,49,49,José Roberto Magalhães Teixeira,M,[],[],1937-06-18,,MG,Andradas
6199,https://dadosabertos.camara.leg.br/api/v2/deputados/133880,MARCELO LUZ,49,49,Marcelo de Souza Luz,M,[],[],1949-02-15,,PE,Petrolina
6200,https://dadosabertos.camara.leg.br/api/v2/deputados/133881,JOÃO FAGUNDES,47,49,João Batista da Silva Fagundes,M,[],[],1936-04-05,,RS,Uruguaiana
6201,https://dadosabertos.camara.leg.br/api/v2/deputados/133882,NELSON MORRO,46,49,Nelson Morro,M,[],[],1942-03-16,,SC,Indaial
6205,https://dadosabertos.camara.leg.br/api/v2/deputados/133886,TADASHI KURIKI,49,49,Tadashi Kuriki,M,[],[],1940-06-11,,SP,General Salgado
6206,https://dadosabertos.camara.leg.br/api/v2/deputados/133887,MARCELINO ROMANO MACHADO,49,49,Marcelino Romano Machado,M,[],[],1943-05-17,,SP,Ribeirão Preto
6209,https://dadosabertos.camara.leg.br/api/v2/deputados/133891,JOÃO BAPTISTA MOTTA,49,49,João Baptista da Motta,M,[],[],1937-06-24,,ES,Ibiraçu
6210,https://dadosabertos.camara.leg.br/api/v2/deputados/133892,EURIDES BRITO,48,49,Eurides Brito da Silva,F,[],[],1937-02-28,,PA,Capanema
6211,https://dadosabertos.camara.leg.br/api/v2/deputados/133893,MARINO CLINGER,49,49,Marino Clinger Toledo Netto,M,[],[],1933-10-16,,MG,Manhuaçu
6212,https://dadosabertos.camara.leg.br/api/v2/deputados/133894,ANNIBAL TEIXEIRA,47,49,Aníbal Teixeira de Souza,M,[],[],1933-03-07,,MG,Belo Horizonte
6213,https://dadosabertos.camara.leg.br/api/v2/deputados/133895,CALDAS RODRIGUES,49,49,Francisco Pereira de Caldas Rodrigues,M,[],[],1951-01-02,,PI,Parnaíba
6214,https://dadosabertos.camara.leg.br/api/v2/deputados/133896,RAMALHO LEITE,49,49,Severino Ramalho Leite,M,[],[],1943-10-06,,PB,Bananeiras
6216,https://dadosabertos.camara.leg.br/api/v2/deputados/133898,ALANO DE FREITAS,49,49,Eugenio Alano Machado de Freitas,M,[],[],1939-12-13,,GO,Jaraguá
6217,https://dadosabertos.camara.leg.br/api/v2/deputados/133899,CARLOS ALBUQUERQUE,49,49,Carlos Augusto de Oliveira de Albuquerque,M,[],[],1940-09-05,,BA,Salvador
6218,https://dadosabertos.camara.leg.br/api/v2/deputados/133900,CYRO GARCIA,49,49,CYRO GARCIA,M,[],[],1954-10-26,,MG,Manhumirim
6219,https://dadosabertos.camara.leg.br/api/v2/deputados/133901,EDINHO FERRAMENTA,49,49,Edson de Oliveira Cunha,M,[],[],1960-12-13,,MG,Timóteo
6220,https://dadosabertos.camara.leg.br/api/v2/deputados/133902,ARMANDO PINHEIRO,47,49,Armando Souza Pinheiro,M,[],[],1936-11-19,,SP,São Paulo
6221,https://dadosabertos.camara.leg.br/api/v2/deputados/133903,UBALDO DANTAS,46,49,UBALDO PORTO DANTAS,M,[],[],1937-04-20,,BA,Itabuna
6225,https://dadosabertos.camara.leg.br/api/v2/deputados/133907,CÉSAR CALS NETO,47,49,César Cals de Oliveira Neto,M,[],[],1950-08-08,,CE,Fortaleza
6229,https://dadosabertos.camara.leg.br/api/v2/deputados/133911,EDUARDO MOREIRA,48,49,Eduardo Pinho Moreira,M,[],[],1949-07-11,,SC,Laguna
6230,https://dadosabertos.camara.leg.br/api/v2/deputados/133912,RUBERVAL PILOTTO,48,49,Ruberval Francisco Pilotto,M,[],[],1947-07-16,,SC,Urussanga
6232,https://dadosabertos.camara.leg.br/api/v2/deputados/133914,JOSÉ LUIZ MAIA,47,49,José Luiz Martins Maia,M,[],[],1938-11-21,,PI,Picos
6233,https://dadosabertos.camara.leg.br/api/v2/deputados/133915,IRMA PASSONI,47,49,Irma Rossetto Passoni,F,[],[],1943-04-05,,SC,Concórdia
6235,https://dadosabertos.camara.leg.br/api/v2/deputados/133917,EDUARDO BRAGA,49,49,Carlos Eduardo de Souza Braga,M,[],[],1960-12-06,,PA,Belém
6236,https://dadosabertos.camara.leg.br/api/v2/deputados/133918,FELIPE NÉRI,49,49,Felipe Néri de Almeida,M,[],[],1942-02-27,,MG,Ponte Nova
6237,https://dadosabertos.camara.leg.br/api/v2/deputados/133919,TARCÍSIO DELGADO,45,49,Raymundo Tarcísio Delgado,M,[],[],1935-10-04,,MG,Juiz de Fora
6238,https://dadosabertos.camara.leg.br/api/v2/deputados/133920,GETÚLIO NEIVA,49,49,Getúlio Afonso Porto Neiva,M,[],[],1942-11-03,,MG,Medina
6239,https://dadosabertos.camara.leg.br/api/v2/deputados/133921,JOÃO ROSA,49,49,João Batista Rosa,M,[],[],1933-01-29,,MG,Estiva
6240,https://dadosabertos.camara.leg.br/api/v2/deputados/133922,LUIZ TADEU LEITE,49,49,Luiz Tadeu Leite,M,[],[],1953-02-19,,MG,Montes Claros
6241,https://dadosabertos.camara.leg.br/api/v2/deputados/133923,PAULINO CÍCERO DE VASCONCELOS,44,49,Paulino Cícero de Vasconcellos,M,[],[],1937-02-12,,MG,São Domingos do Prata
6242,https://dadosabertos.camara.leg.br/api/v2/deputados/133924,SAMIR TANNÚS,49,49,Samir Tannús,M,[],[],1930-12-30,,MG,Prata
6243,https://dadosabertos.camara.leg.br/api/v2/deputados/133925,FRANCISCO EVANGELISTA,49,49,Francisco Evangelista de Freitas,M,[],[],1937-02-21,,RN,Alexandria
6244,https://dadosabertos.camara.leg.br/api/v2/deputados/133926,RIVALDO MEDEIROS,49,49,Rivaldo Nóbrega Medeiros,M,[],[],1931-12-02,,PB,Patos
6245,https://dadosabertos.camara.leg.br/api/v2/deputados/133927,ERNANI VIANA,49,49,Ernani de Queiroz Viana,M,[],[],1931-11-07,,CE,Caucaia
6246,https://dadosabertos.camara.leg.br/api/v2/deputados/133928,WILMAR PERES,49,49,Wilmar Peres de Farias,M,[],[],1939-05-14,,MT,Barra do Garças
6247,https://dadosabertos.camara.leg.br/api/v2/deputados/133929,GEORGE TAKIMOTO,49,49,George Takimoto,M,[],[],1941-04-02,,SP,Lavínia
6248,https://dadosabertos.camara.leg.br/api/v2/deputados/133930,WALDIR GUERRA,49,49,Waldir Francisco Guerra,M,[],[],1935-06-16,,RS,Soledade
6249,https://dadosabertos.camara.leg.br/api/v2/deputados/133931,LÁZARO BARBOSA,49,49,Lázaro Ferreira Barboza,M,[],[],1938-08-10,,GO,Orizona
6250,https://dadosabertos.camara.leg.br/api/v2/deputados/133932,OSORIO SANTA CRUZ,49,49,Osorio Leão Santa Cruz,M,[],[],1941-08-21,,GO,Rio Verde
6251,https://dadosabertos.camara.leg.br/api/v2/deputados/133933,JÓRIO DE BARROS,49,49,JÓRIO DE BARROS CARNEIRO,M,[],[],1943-01-19,,ES,Baixo Guandu
6252,https://dadosabertos.camara.leg.br/api/v2/deputados/133934,PAULO HARTUNG,49,49,Paulo César Hartung Gomes,M,[],[],1957-04-21,,ES,Guaçui
6253,https://dadosabertos.camara.leg.br/api/v2/deputados/133935,JOÃO RODOLFO,49,49,João Rodolfo Ribeiro Gonçalves,M,[],[],1935-02-27,,MA,Timon
6255,https://dadosabertos.camara.leg.br/api/v2/deputados/133937,LUIZ GIRÃO,49,49,Luiz Prata Girão,M,[],[],1948-09-17,,CE,Maranguape
6256,https://dadosabertos.camara.leg.br/api/v2/deputados/133938,VICENTE FIALHO,49,49,Vicente Cavalcante Fialho,M,[],[],1938-01-27,,CE,Tauá
6258,https://dadosabertos.camara.leg.br/api/v2/deputados/133940,JOSÉ DIOGO,49,49,José Joaquim Diogo,M,[],[],1944-10-29,,PA,Belém
6260,https://dadosabertos.camara.leg.br/api/v2/deputados/133942,BENEDITO DE FIGUEIREDO,49,49,Benedito de Figueiredo,M,[],[],1944-01-31,,SE,Aracaju
6261,https://dadosabertos.camara.leg.br/api/v2/deputados/133943,OTTO CUNHA,49,49,OTTO SANTOS DA CUNHA,M,[],[],1937-01-19,,PR,Ponta Grossa
6262,https://dadosabertos.camara.leg.br/api/v2/deputados/133944,ONAIREVES MOURA,49,49,Onaireves Nilo Rolim de Moura,M,[],[],1946-11-26,,SC,Herval D'Oeste
6263,https://dadosabertos.camara.leg.br/api/v2/deputados/133945,ROMERO FILHO,49,49,Antonio Romero Filho,M,[],[],1943-01-09,,PR,Sertanópolis
6264,https://dadosabertos.camara.leg.br/api/v2/deputados/133946,SAID FERREIRA,49,49,Said Felício Ferreira,M,[],[],1933-11-10,,SP,Dois Córregos
6265,https://dadosabertos.camara.leg.br/api/v2/deputados/133947,PAULO PORTUGAL,49,49,Paulo Roberto Duarte Portugal,M,[],[],1948-05-03,,RJ,Bom Jesus do Itabapoana
6268,https://dadosabertos.camara.leg.br/api/v2/deputados/133950,FERNANDO CARRION,49,49,Fernando da Silva Machado Carrion,M,[],[],1942-01-31,,RS,Porto Alegre
6269,https://dadosabertos.camara.leg.br/api/v2/deputados/133951,VALDOMIRO LIMA,49,49,Valdomiro Rocha Lima,M,[],[],1933-03-11,,RS,Rio Grande
6270,https://dadosabertos.camara.leg.br/api/v2/deputados/133952,ÉDEN PEDROSO,49,49,Éden José Rodrigues Pedroso,M,[],[],1943-05-15,,RS,Passo Fundo
6271,https://dadosabertos.camara.leg.br/api/v2/deputados/133953,RAUL PONT,49,49,Raul Jorge Anglada Pont,M,[],[],1944-05-14,,RS,Porto Alegre
6274,https://dadosabertos.camara.leg.br/api/v2/deputados/133956,NOBEL MOURA,49,49,Antonio Nobel Aires Moura,M,[],[],1949-06-13,,TO,Dianópolis
6275,https://dadosabertos.camara.leg.br/api/v2/deputados/133957,CIRO NOGUEIRA,47,49,Ciro Nogueira Lima,M,[],[],1933-08-22,,PI,Pedro II
6277,https://dadosabertos.camara.leg.br/api/v2/deputados/133959,JABES RABELO,49,49,Jabes Pinto Rabelo,M,[],[],1957-02-16,,PR,Campo Mourão
6278,https://dadosabertos.camara.leg.br/api/v2/deputados/133960,VASCO FURLAN,49,49,Vasco Fernandes Furlan,M,[],[],1940-01-06,,RS,Tupanciretã
6280,https://dadosabertos.camara.leg.br/api/v2/deputados/133962,JOSÉ ULISSES DE OLIVEIRA,47,49,José Ulisses de Oliveira,M,[],[],1939-01-14,,MG,Santo Antônio do Monte
6285,https://dadosabertos.camara.leg.br/api/v2/deputados/133967,LUIZ VIANA NETO,43,49,Luiz Viana Neto,M,[],[],1933-11-07,,BA,Salvador
6286,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,Paulo Ramos,48,56,Paulo Sérgio Ramos Barboza,M,"['deppauloramosrj', ' deputadopauloramosrj', ' deputadopauloramosrj', ' deputado_pauloramos']",[],1944-10-18,,RJ,Rio de Janeiro
6287,https://dadosabertos.camara.leg.br/api/v2/deputados/133969,JOÃO PAULO,48,49,João Paulo Pires de Vasconcellos,M,[],[],1932-03-08,,MG,Belo Horizonte
6290,https://dadosabertos.camara.leg.br/api/v2/deputados/133972,EDUARDO SIQUEIRA CAMPOS,48,49,José Eduardo Siqueira Campos,M,[],[],1959-03-04,,SP,Campinas
6294,https://dadosabertos.camara.leg.br/api/v2/deputados/133976,JOSÉ CARLOS VASCONCELLOS,46,49,José Carlos de Moraes Vasconcellos,M,[],[],1939-03-27,,PE,Recife
6295,https://dadosabertos.camara.leg.br/api/v2/deputados/133977,JOSÉ MOURA,47,49,José Tavares de Moura Neto,M,[],[],1941-11-07,,PE,Recife
6297,https://dadosabertos.camara.leg.br/api/v2/deputados/133979,GENEBALDO CORREIA,47,49,GENEBALDO SOUZA CORREIA,M,[],[],1941-03-27,,BA,Santo Amaro
6299,https://dadosabertos.camara.leg.br/api/v2/deputados/133981,JOSÉ GERALDO,48,49,José Geraldo Ribeiro,M,[],[],1940-08-20,,MG,Jequeri
6301,https://dadosabertos.camara.leg.br/api/v2/deputados/133983,EDÉSIO FRIAS,48,49,Edésio Frias de Araújo,M,[],[],1940-11-09,,PE,Moreno
6303,https://dadosabertos.camara.leg.br/api/v2/deputados/133985,VLADIMIR PALMEIRA,48,49,VLADIMIR GRACINDO SOARES PALMEIRA,M,[],[],1944-11-11,,AL,Maceió
6305,https://dadosabertos.camara.leg.br/api/v2/deputados/133987,CESAR MAIA,48,49,Cesar Epitácio Maia,M,[],[],1945-06-18,,RJ,Rio de Janeiro
6306,https://dadosabertos.camara.leg.br/api/v2/deputados/133988,ALOÍSIO VASCONCELOS,48,49,Aloísio Marcos Vasconcelos Novais,M,[],[],1942-12-05,,MG,Ponte Nova
6307,https://dadosabertos.camara.leg.br/api/v2/deputados/133989,DÉLIO BRAZ,48,49,Délio José Braz,M,[],[],1940-02-16,,GO,Luziânia
6308,https://dadosabertos.camara.leg.br/api/v2/deputados/133990,AIRTON SANDOVAL,45,49,Airton Sandoval Santana,M,[],[],1943-06-21,,SP,Itirapuã
6311,https://dadosabertos.camara.leg.br/api/v2/deputados/133993,DOMINGOS JUVENIL,47,49,Domingos Juvenil Nunes de Sousa,M,[],[],1942-05-15,,PA,Vigia
6314,https://dadosabertos.camara.leg.br/api/v2/deputados/133996,ARNO MAGARINOS,49,49,Arno Magarinos,M,[],[],1938-04-06,,SC,Concórdia
6315,https://dadosabertos.camara.leg.br/api/v2/deputados/133997,CELSO BERNARDI,49,49,Celso Bernardi,M,[],[],1943-04-25,,RS,Augusto Pestana
6316,https://dadosabertos.camara.leg.br/api/v2/deputados/133999,HENRIQUE MEIRELLES,52,52,HENRIQUE DE CAMPOS MEIRELLES,M,[],[],1945-08-31,,GO,Anápolis
6317,https://dadosabertos.camara.leg.br/api/v2/deputados/134115,ANA GUERRA,52,52,ANA MARIA QUINTANS GUERRA DE OLIVEIRA,F,[],[],1954-09-13,,PB,Campina Grande
6318,https://dadosabertos.camara.leg.br/api/v2/deputados/134116,THAÍS BARBOSA,52,52,THAIS BERGO DUARTE BARBOSA,F,[],[],1940-11-01,,GO,Rio Verde
6319,https://dadosabertos.camara.leg.br/api/v2/deputados/134812,Edmilson Rodrigues,55,56,EDMILSON BRITO RODRIGUES,M,[],[],1957-05-26,,PA,Belém
6320,https://dadosabertos.camara.leg.br/api/v2/deputados/134893,VITORASSI,52,52,DILTO VITORASSI,M,[],[],1959-07-11,,PR,Foz do Iguaçu
6321,https://dadosabertos.camara.leg.br/api/v2/deputados/135054,Cristiano Vale,56,56,CRISTIANO DUTRA VALE,M,[],[],1970-04-10,,MG,Manhuaçu
